id,ICAO CODE,IATA CODE,AIRPORT NAME,CITY,COUNTRY,Latitude,Longitude
3094,RPMB,N/A,GENERAL SANTOS,CUBI NAS,PHILIPPINES,6.106,125.236
3095,RPMC,CEB,COTABATO,CEBU,PHILIPPINES,7.165,124.21
3096,RPML,CGY,CAGAYAN DE ORO,LADAG,PHILIPPINES,8.414,124.611
3097,RPMM,MNL,MALABANG,MANILA,PHILIPPINES,7.617,124.059
3098,RPMP,LGP,PAGADIAN,LEGAZPI,PHILIPPINES,7.828,123.46
3099,RPMR,N/A,TAMBLER,ROMBLON,PHILIPPINES,6.058,125.096
3100,RPMS,N/A,SURIGAO,SANGLEY POINT,PHILIPPINES,9.758,125.481
3101,RPMZ,ZAM,ZAMBOANGA INTERNATIONAL,ZAMBOANGA,PHILIPPINES,6.922,122.059
3102,RPUB,BAG,BAGUIO,BAGUIO,PHILIPPINES,16.375,120.619
3103,RPUD,N/A,DAET,DAET,PHILIPPINES,14.129,122.98
3104,RPUF,N/A,BASA AB,FLORIDABLANCA,PHILIPPINES,14.986,120.493
3105,RPUG,N/A,LINGAYEN,LINGAYEN,PHILIPPINES,16.035,120.241
3106,RPUH,N/A,SAN JOSE,SAN JOSE,PHILIPPINES,12.361,121.046
3107,RPUI,N/A,IBA,IBA,PHILIPPINES,15.326,119.969
3108,RPUL,N/A,FERNANDO AB,LIPA,PHILIPPINES,13.955,121.125
3109,RPUM,N/A,MAMBURAO,MAMBURAO,PHILIPPINES,13.208,120.605
3110,RPUN,N/A,NAGA,NAGA,PHILIPPINES,13.585,123.271
3111,RPUO,N/A,BASCO,BASCO,PHILIPPINES,20.452,121.98
3112,RPUP,N/A,LARAP,JOSE PANGANIBAN,PHILIPPINES,14.293,122.646
3113,RPUQ,N/A,VIGAN,VIGAN,PHILIPPINES,17.554,120.357
3114,RPUS,N/A,SAN FERNANDO,SAN FERNANDO,PHILIPPINES,16.596,120.303
3115,RPUT,N/A,TUGUEGARAO,TUGUEGARAO,PHILIPPINES,17.638,121.731
3116,RPUV,N/A,VIRAC,VIRAC,PHILIPPINES,13.578,124.206
3117,RPUW,N/A,MARINDUQUE,MARINDUQUE,PHILIPPINES,13.361,121.825
3118,RPUY,N/A,CAUAYAN,CAUAYAN,PHILIPPINES,16.93,121.753
3119,RPUZ,N/A,BAGABAG,BAGABAG,PHILIPPINES,16.619,121.252
3120,RPVA,TAC,DANIEL Z ROMUALDEZ,TACLOBAN,PHILIPPINES,11.227,125.028
3121,RPVB,BCD,BACOLOD,BACOLOD,PHILIPPINES,10.643,122.929
3122,RPVC,N/A,CALBAYOG,CALBAYOG,PHILIPPINES,12.072,124.545
3123,RPVD,DGT,DUMAGUETE,DUMAGUETE,PHILIPPINES,9.334,123.302
3124,RPVF,N/A,CATARMAN,CATARMAN,PHILIPPINES,12.502,124.636
3125,RPVG,N/A,GUIUAN,GUIUAN,PHILIPPINES,11.036,125.743
3126,RPVI,ILO,ILOILO,ILOILO,PHILIPPINES,10.713,122.545
3127,RPVK,KLO,KALIBO,KALIBO,PHILIPPINES,11.681,122.378
3128,RPVM,NOP,MACTAN INTERNATIONAL,MASBATE,PHILIPPINES,10.308,123.979
3129,RPVO,N/A,ORMOC,ORMOC,PHILIPPINES,11.056,124.566
3130,RPVP,PPS,PUERTO PRINCESA,PUERTO PRINCESA,PHILIPPINES,9.742,118.759
3131,RPVR,N/A,ROXAS,ROXAS,PHILIPPINES,11.598,122.753
3132,RPVS,SJI,ANTIQUE,SAN JOSE,PHILIPPINES,10.766,121.932
3133,SAAC,COC,COMODORO PIERRESTEGUI,CONCORDIA,ARGENTINA,-31.297,-57.996
3134,SAAG,GHU,GUALEGUAYCHU,GUALEGUAYCHU,ARGENTINA,-33.006,-58.613
3135,SAAI,N/A,PUNTA INDIO,PUNTA INDIO,ARGENTINA,-35.348,-57.294
3136,SAAJ,N/A,JUNIN,JUNIN,ARGENTINA,-34.546,-60.931
3137,SAAP,PRA,GENERAL URQUIZA,PARANA,ARGENTINA,-31.795,-60.48
3138,SAAR,ROS,ROSARIO,ROSARIO,ARGENTINA,-32.903,-60.784
3139,SAAV,SFN,SAUCE VIEJO,SANTA FE,ARGENTINA,-31.712,-60.812
3140,SABE,AEP,AEROPARQUE JORGE NEWBERY,BUENOS AIRES,ARGENTINA,-34.559,-58.416
3141,SACC,N/A,LA CUMBRE,LA CUMBRE,ARGENTINA,-31.007,-64.532
3142,SACO,COR,AMBROSIO L V TARAVELLA,CORDOBA,ARGENTINA,-31.324,-64.208
3143,SACT,N/A,CHAMICAL,GOBERNADOR GORDILLO,ARGENTINA,-30.345,-66.294
3144,SADD,N/A,DON TORCUATO,BUENOS AIRES,ARGENTINA,-34.501,-58.604
3145,SADF,N/A,SAN FERNANDO,SAN FERNANDO,ARGENTINA,-34.453,-58.589
3146,SADJ,N/A,MARIANO MORENO,JOSE C. PAZ,ARGENTINA,-34.561,-58.789
3147,SADL,LPG,LA PLATA,LA PLATA,ARGENTINA,-34.972,-57.894
3148,SADM,N/A,MORON,MORON,ARGENTINA,-34.676,-58.642
3149,SADP,N/A,EL PALOMAR,EL PALOMAR,ARGENTINA,-34.61,-58.613
3150,SADS,N/A,AEROCLUB ARGENTINO,SAN JUSTO,ARGENTINA,-34.731,-58.599
3151,SAHC,N/A,CHOS MALAL,CHOSMADAL,ARGENTINA,-37.444,-70.222
3152,SAHR,N/A,GENERAL ROCA,FUERTE GRAL ROCA,ARGENTINA,-39.001,-67.62
3153,SAME,MDZ,EL PLUMERILLO,MENDOZA,ARGENTINA,-32.832,-68.793
3154,SAMM,LGS,MALARGUE,MALARGUE,ARGENTINA,-35.484,-69.582
3155,SAMQ,N/A,MENDOZA AEROPARQUE,MENDOZA,ARGENTINA,-32.866,-68.872
3156,SAMR,AFA,SAN RAFAEL,SAN RAFAEL,ARGENTINA,-34.588,-68.403
3157,SANC,CTC,CATAMARCA,CATAMARCA,ARGENTINA,-28.596,-65.752
3158,SANE,SDE,SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,ARGENTINA,-27.766,-64.31
3159,SANI,N/A,TINOGASTA,TINOGASTA,ARGENTINA,-28.038,-67.58
3160,SANL,IRJ,LA RIOJA,LA RIOJA,ARGENTINA,-29.381,-66.796
3161,SANO,N/A,CHILECITO,CHILECITO,ARGENTINA,-29.224,-67.439
3162,SANT,TUC,TENIENTE BENJAMIN MATIENZO,TUCUMAN,ARGENTINA,-26.841,-65.105
3163,SANU,UAQ,SAN JUAN,SAN JULIAN,ARGENTINA,-31.571,-68.418
3164,SAOC,RCU,RIO CUARTO AREA DE MATERIAL,RIO CUARTO,ARGENTINA,-33.086,-64.261
3165,SAOD,VDR,VILLA DOLORES,VILLA DOLORES,ARGENTINA,-31.941,-65.142
3166,SAOL,N/A,LABOULAYE,LABOULAYE,ARGENTINA,-34.135,-63.362
3167,SAOM,N/A,MARCOS JUAREZ,MARCOS JUAREZ,ARGENTINA,-32.684,-62.158
3168,SAOR,N/A,VILLA REYNOLDS,VILLA REYNOLDS,ARGENTINA,-33.73,-65.387
3169,SAOU,LUQ,SAN LUIS,SAN LUIS,ARGENTINA,-33.273,-66.356
3170,SARC,CNQ,CORRIENTES,CORRIENTES,ARGENTINA,-27.445,-58.762
3171,SARE,RES,RESISTENCIA,RESISTENCIA,ARGENTINA,-27.45,-59.056
3172,SARF,FMA,FORMOSA,FORMOSA,ARGENTINA,-26.212,-58.228
3173,SARI,IGR,CATARATAS DEL IGUAZU,IGUAZU FALLS,ARGENTINA,-25.738,-54.473
3174,SARL,AOL,PASO DE LOS LIBRES,PASO DE LOS LIBRES,ARGENTINA,-29.689,-57.152
3175,SARM,N/A,MONTE CASEROS,MONTE CASEROS,ARGENTINA,-30.272,-57.64
3176,SARP,PSS,POSADAS,POSADAS,ARGENTINA,-27.386,-55.971
3177,SARS,N/A,TERMAL,PRESIDENCIA R.S.PENA,ARGENTINA,-26.756,-60.493
3178,SASA,SLA,SALTA,SALTA,ARGENTINA,-24.856,-65.486
3179,SASJ,JUJ,JUJUY,JUJUY,ARGENTINA,-24.393,-65.098
3180,SASO,ORA,ORAN,ORAN,ARGENTINA,-23.153,-64.329
3181,SASQ,N/A,LA QUIACA,LA QUIACA,ARGENTINA,-22.162,-65.57
3182,SAST,N/A,GENERAL ENRIQUE MOSCONI TARTAGAL,TARTAGAL,ARGENTINA,-22.62,-63.794
3183,SATG,N/A,GOYA,GOYA,ARGENTINA,-29.106,-59.219
3184,SATK,N/A,ALFEREZ ARMANDO RODRIGUEZ,LAS LOMITAS,ARGENTINA,-24.721,-60.549
3185,SATM,N/A,MERCEDES,MERCEDES,ARGENTINA,-29.223,-58.088
3186,SATO,N/A,OBERA,OBERA,ARGENTINA,-27.518,-55.124
3187,SATR,N/A,RECONQUISTA,RECONQUISTA,ARGENTINA,-29.21,-59.691
3188,SATU,N/A,CURUZU CUATIA,CURUZU CUATIA,ARGENTINA,-29.771,-57.979
3189,SAVB,EHL,EL BOLSON,EL BOLSON,ARGENTINA,-41.943,-71.532
3190,SAVC,CRD,COMODORO RIVADAVIA,COMODORO RIVADAVIA,ARGENTINA,-45.785,-67.466
3191,SAVD,EMX,EL MAITEN,EL MAITEN,ARGENTINA,-42.031,-71.17
3192,SAVE,EQS,ESQUEL,ESQUEL,ARGENTINA,-42.908,-71.139
3193,SAVH,N/A,LAS HERAS,LAS HERAS,ARGENTINA,-46.538,-68.966
3194,SAVT,REL,ALMIRANTE ZAR,TRELEW,ARGENTINA,-43.21,-65.27
3195,SAVV,VDM,GOBERNADOR CASTELLO,VIEDMA,ARGENTINA,-40.869,-63
3196,SAVY,PMY,EL TEHUELCHE,PUERTO MADRYN,ARGENTINA,-42.759,-65.102
3197,SAWA,ING,LAGO ARGENTINO,LAGO ARGENTINO,ARGENTINA,-50.335,-72.248
3198,SAWB,N/A,BASE MARAMBIO,MARAMBIO BASE,ANTARCTICA,-64.238,-56.631
3199,SAWD,PUD,PUERTO DESEADO,PUERTO DESEADO,ARGENTINA,-47.735,-65.904
3200,SAWE,RGA,RIO GRANDE,RIO GRANDE,ARGENTINA,-53.777,-67.749
3201,SAWG,RGL,RIO GALLEGOS,RIO GALLEGOS,ARGENTINA,-51.609,-69.313
3202,SAWH,USH,USHUAIA MALVINAS ARGENTINAS,USHUAIA,ARGENTINA,-54.843,-68.296
3203,SAWJ,ULA,SAN JULIAN,SAN JULIAN,ARGENTINA,-49.307,-67.802
3204,SAWS,JSM,JOSE DE SAN MARTIN,JOSE DE SAN MARTIN,ARGENTINA,-44.048,-70.459
3205,SAWT,RYO,EL TURBIO,RIO TURBIO,ARGENTINA,-51.606,-72.217
3206,SAWU,RZA,SANTA CRUZ,SANTA CRUZ,ARGENTINA,-50.016,-68.579
3207,SAZB,BHI,COMANDANTE ESPORA,BAHIA BLANCA,ARGENTINA,-38.725,-62.169
3208,SAZC,N/A,CORONEL SUAREZ,COLONEL SUAREZ,ARGENTINA,-37.446,-61.889
3209,SAZD,N/A,DOLORES,DOLORES,ARGENTINA,-36.32,-57.722
3210,SAZF,N/A,OLAVARRIA,OLAVARRIA,ARGENTINA,-36.891,-60.216
3211,SAZG,N/A,GENERAL PICO,GENERAL PICO,ARGENTINA,-35.696,-63.758
3212,SAZH,N/A,TRES ARROYOS,TRES ARROYOS,ARGENTINA,-38.387,-60.329
3213,SAZI,N/A,BOLIVAR,BOLIVAR,ARGENTINA,-36.187,-61.076
3214,SAZL,N/A,SANTA TERESITA,SANTA TERESITA,ARGENTINA,-36.542,-56.722
3215,SAZM,MDQ,MAR DEL PLATA,MAR DEL PLATA,ARGENTINA,-37.934,-57.573
3216,SAZN,NQN,PRESIDENTE PERON,NEUQUEN,ARGENTINA,-38.949,-68.156
3217,SAZO,N/A,NECOCHEA,NECOCHEA,ARGENTINA,-38.489,-58.816
3218,SAZP,N/A,COMODORO P ZANNI,PEHUAJO,ARGENTINA,-35.846,-61.858
3219,SAZR,RSA,SANTA ROSA,SANTA ROSA,ARGENTINA,-36.588,-64.275
3220,SAZS,BRC,SAN CARLOS DE BARILOCHE,SAN CARLOS DE BARILOCH,ARGENTINA,-41.151,-71.157
3221,SAZT,TDL,TANDIL,TANDIL,ARGENTINA,-37.237,-59.228
3222,SAZV,VLG,VILLA GESELL,VILLA GESELL,ARGENTINA,-37.235,-57.029
3223,SAZW,N/A,CUTRALCO,CUTRALCO,ARGENTINA,-38.939,-69.264
3224,SAZY,CPC,AVIADOR C CAMPOS,SAN MARTIN DES ANDES,ARGENTINA,-40.075,-71.137
3225,SBAA,CDJ,UNKNOWN,CONCEICAO DO ARAGUAIA,BRAZIL,-8.348,-49.301
3226,SBAF,N/A,CAMPO DELIO JARDIM DE MATTOS,RIO DE JANEIRO,BRAZIL,-22.875,-43.384
3227,SBAM,N/A,AMAPA,AMAPA,BRAZIL,2.077,-50.862
3228,SBAQ,AQA,ARARAQUARA,ARARACUARA,BRAZIL,-21.812,-48.133
3229,SBAR,AJU,SANTA MARIA,ARACAJU,BRAZIL,-10.984,-37.07
3230,SBAS,N/A,ASSIS,ASSIS,BRAZIL,-22.638,-50.456
3231,SBAT,AFL,ALTA FLORESTA,ALTA FLORESTA,BRAZIL,-9.866,-56.106
3232,SBAU,ARU,ARACATUBA,ARACATUBA,BRAZIL,-21.141,-50.425
3233,SBAV,N/A,USINA PORTO PRIMAVERA,TEODORO SAMPAIO,BRAZIL,-22.526,-52.972
3234,SBBE,BEL,VAL DE CAES,BELEM,BRAZIL,-1.379,-48.476
3235,SBBG,BGX,COMANDANTE GUSTAVO KRAEMER,BAGE,BRAZIL,-31.39,-54.112
3236,SBBH,PLU,PAMPULHA,BELO HORIZONTE,BRAZIL,-19.852,-43.95
3237,SBBI,BFH,BACACHERI,CURITIBA,BRAZIL,-25.405,-49.232
3238,SBBQ,N/A,MAJOR BRIGADEIRO DOORGAL BORGES,BARBACENA,BRAZIL,-21.267,-43.761
3239,SBBR,BSB,PRESIDENTE JUSCELINO KUBITSCHEK,BRASILIA,BRAZIL,-15.862,-47.913
3240,SBBU,BAU,BAURU,BAURU,BRAZIL,-22.345,-49.054
3241,SBBV,BVB,BOA VISTA,BOA VISTA,BRAZIL,2.846,-60.69
3242,SBBW,N/A,BARRA DO GARCAS,BARRA DO GARCAS,BRAZIL,-15.861,-52.389
3243,SBCA,CAC,CASCAVEL,CASCAVEL,BRAZIL,-25,-53.501
3244,SBCC,N/A,CACHIMBO,ITAITUBA,BRAZIL,-9.334,-54.965
3245,SBCF,CNF,TANCREDO NEVES,BELO HORIZONTE,BRAZIL,-19.634,-43.969
3246,SBCG,CGR,CAMPO GRANDE,CAMPO GRANDE,BRAZIL,-20.469,-54.672
3247,SBCH,XAP,CHAPECO,CHAPECO,BRAZIL,-27.134,-52.656
3248,SBCI,CLN,CAROLINA,CAROLINA,BRAZIL,-7.32,-47.459
3249,SBCM,N/A,FORQUILHINHA,CRICIUMA,BRAZIL,-28.726,-49.425
3250,SBCO,N/A,CANOAS,PORTO ALEGRE,BRAZIL,-29.946,-51.144
3251,SBCP,CAW,BARTOLOMEU LISANDRO,CAMPOS,BRAZIL,-21.698,-41.302
3252,SBCR,CMG,CORUMBA INTERNATIONAL,CORUMBA,BRAZIL,-19.012,-57.673
3253,SBCT,CWB,AFONSO PENA,CURITIBA,BRAZIL,-25.528,-49.176
3254,SBCV,CRQ,CARAVELAS,CARAVELAS,BRAZIL,-17.652,-39.253
3255,SBCX,CXJ,CAMPO DOS BUGRES,CAXIAS DO SUL,BRAZIL,-29.197,-51.188
3256,SBCY,CGB,MARECHAL RONDON,CUIABA,BRAZIL,-15.653,-56.117
3257,SBCZ,CZS,CRUZEIRO DO SUL,CRUIZIRO DO SUL,BRAZIL,-7.6,-72.769
3258,SBDN,PPB,PRESIDENTE PRUDENTE,PRESIDENT PRUDENTE,BRAZIL,-22.175,-51.424
3259,SBEG,MAO,EDUARDO GOMES INTERNATIONAL,MANAUS,BRAZIL,-3.039,-60.05
3260,SBEK,N/A,JACAREACANGA,JACARE-ACANGA,BRAZIL,-6.233,-57.777
3261,SBES,N/A,SAO PEDRO DA ALDEIA,SAO PEDRO DA ALDEIA,BRAZIL,-22.813,-42.093
3262,SBFC,FRC,FRANCA,FRANCA,BRAZIL,-20.592,-47.383
3263,SBFI,IGU,CATARATAS INTERNATIONAL,FOZ DO IGUACU,BRAZIL,-25.596,-54.487
3264,SBFL,FLN,HERCILIO LUZ,FLORIANOPOLIS,BRAZIL,-27.672,-48.548
3265,SBFN,FEN,FERNANDO DE NORONHA,FERNANDO DO NORONHA,BRAZIL,-3.855,-32.423
3266,SBFT,N/A,FRONTEIRA,FRONTEIRA,BRAZIL,-20.278,-49.187
3267,SBFU,N/A,FURNAS,ALPINOPOLIS,BRAZIL,-20.703,-46.335
3268,SBFZ,FOR,PINTO MARTINS INTERNATIONAL,FORTALEZA,BRAZIL,-3.776,-38.532
3269,SBGL,GIG,GALEAO ANTONIO CARLOS JOBIM,RIO DE JANEIRO,BRAZIL,-22.809,-43.244
3270,SBGM,N/A,GUAJARA MIRIM,GUAJARA-MIRIM,BRAZIL,-10.786,-65.285
3271,SBGO,GYN,SANTA GENOVEVA,GOIANIA,BRAZIL,-16.631,-49.222
3272,SBGR,GRU,GUARULHOS,SAO PAULO,BRAZIL,-23.432,-46.469
3273,SBGS,N/A,PONTA GROSSA,PONTA GROSSA,BRAZIL,-25.184,-50.144
3274,SBGW,N/A,GUARATINGUETA,GUARATINGUETA,BRAZIL,-22.791,-45.205
3275,SBHT,ATM,ALTAMIRA,ALTAMIRA,BRAZIL,-3.254,-52.254
3276,SBIC,N/A,ITACOATIARA,ITAITUBA,BRAZIL,-3.127,-58.481
3277,SBIH,N/A,ITAITUBA,ITAITUBA,BRAZIL,-4.242,-56.001
3278,SBIL,IOS,ILHEUS,ILHEUS,BRAZIL,-14.816,-39.033
3279,SBIP,IPN,USIMINAS,IPATINGA,BRAZIL,-19.471,-42.488
3280,SBIT,N/A,HIDROELETRICA,ITUMBIARA,BRAZIL,-18.444,-49.213
3281,SBIZ,IMP,IMPERATRIZ,IMPERATRIZ,BRAZIL,-5.531,-47.46
3282,SBJC,N/A,JULIO CESAR,BELEM,BRAZIL,-1.414,-48.461
3283,SBJF,JDF,FRANCISCO DE ASSIS,JUIZ DE FORA,BRAZIL,-21.791,-43.387
3284,SBJP,JPA,INTL. PRES. CASTRO PINTO,JOAO PESSOA,BRAZIL,-7.27,-35.896
3285,SBJV,JOI,JOINVILLE,JOINVILLE,BRAZIL,-26.225,-48.797
3286,SBKP,VCP,VIRACOPOS,CAMPINAS,BRAZIL,-23.008,-47.134
3287,SBLJ,N/A,LAGES,LAJES,BRAZIL,-27.782,-50.281
3288,SBLN,LIP,LINS,LINS,BRAZIL,-21.664,-49.73
3289,SBLO,LDB,LONDRINA,LONDRINA,BRAZIL,-23.334,-51.13
3290,SBLP,LAZ,BOM JESUS DA LAPA,BOM JESUS DA LAPA,BRAZIL,-13.262,-43.408
3291,SBLS,N/A,LAGOA SANTA,LAGOA SANTA,BRAZIL,-19.661,-43.896
3292,SBMA,MAB,MARABA,MARABA,BRAZIL,-5.368,-49.138
3293,SBMD,N/A,MONTE DOURADO,ALMEIRIM,BRAZIL,-0.89,-52.602
3294,SBMG,MGF,MARINGA,MARINGA,BRAZIL,-23.44,-51.907
3295,SBMK,MOC,MONTES CLAROS,MONTES CLAROS,BRAZIL,-16.707,-43.819
3296,SBML,N/A,MARILIA,MARILIA,BRAZIL,-22.197,-49.926
3297,SBMN,N/A,PONTA PELADA,MANAUS,BRAZIL,-3.146,-59.986
3298,SBMO,MCZ,ZUMBI DOS PALMARES,MACEIO,BRAZIL,-9.51,-35.793
3299,SBMQ,MCP,MACAPA,MACAPA,BRAZIL,0.051,-51.072
3300,SBMS,N/A,DIX SEPT ROSADO,MOCORD,BRAZIL,-5.202,-37.364
3301,SBMT,N/A,MARTE,SAO PAULO,BRAZIL,-23.509,-46.638
3302,SBMY,N/A,MANICORE,MANICORE,BRAZIL,-5.811,-61.279
3303,SBNF,NVT,NAVEGANTES ITAJAI,NAVEGANTES,BRAZIL,-26.88,-48.651
3304,SBNM,GEL,SANTO ANGELO,SANTO ANGELO,BRAZIL,-28.282,-54.169
3305,SBNT,NAT,AUGUSTO SEVERO,NATAL,BRAZIL,-5.911,-35.248
3306,SBOI,N/A,OIAPOQUE,OIOIAPOQUE,BRAZIL,3.855,-51.797
3307,SBPA,POA,SALGADO FILHO,PORTO ALEGRE,BRAZIL,-29.994,-51.171
3308,SBPB,N/A,PARNAIBA,PARNAIBA,BRAZIL,-2.894,-41.732
3309,SBPC,POO,POCOS DE CALDAS,POCOS DE CALDAS,BRAZIL,-21.843,-46.568
3310,SBPF,PFB,LAURO KURTZ,PASSO FUNDO,BRAZIL,-28.244,-52.326
3311,SBPK,PET,PELOTAS,PELOTAS,BRAZIL,-31.718,-52.328
3312,SBPL,PNZ,PETROLINA,PETROLINA,BRAZIL,-9.364,-40.564
3313,SBPN,PNB,PORTO NACIONAL,PORTO NACIONAL,BRAZIL,-10.719,-48.4
3314,SBPP,PMG,PONTA PORA,PONTA PORA,BRAZIL,-22.549,-55.703
3315,SBPV,PVH,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,PORTO VELHO,BRAZIL,-8.709,-63.902
3316,SBQV,N/A,VITORIA DA CONQUISTA,VITORIA DA CONQUISTA,BRAZIL,-14.862,-40.863
3317,SBRB,RBR,PRESIDENTE MEDICI,RIO BRANCO,BRAZIL,-9.869,-67.894
3318,SBRF,REC,GUARARAPES,RECIFE,BRAZIL,-8.126,-34.923
3319,SBRG,RIG,RIO GRANDE,RIO GRANDE,BRAZIL,-32.083,-52.166
3320,SBRJ,SDU,SANTOS DUMONT,RIO DE JANEIRO,BRAZIL,-22.91,-43.163
3321,SBRP,RAO,LEITE LOPES,RIBEIRAO PRETO,BRAZIL,-21.134,-47.774
3322,SBSC,STU,SANTA CRUZ,RIO DE JANEIRO,BRAZIL,-22.932,-43.719
3323,SBSJ,SJK,SAO JOSE DOS CAMPOS,SAO JOSE DOS CAMPOS,BRAZIL,-23.229,-45.861
3324,SBSL,SLZ,MARECHAL CUNHA MACHADO,SAO LUIS,BRAZIL,-2.589,-44.236
3325,SBSM,STM,SANTA MARIA,SANTAREM,BRAZIL,-29.711,-53.688
3326,SBSP,CGH,CONGONHAS,SAO PAULO,BRAZIL,-23.627,-46.655
3327,SBSR,SJP,SAO JOSE DO RIO PRETO,SAO JOSE DO RIO PRETO,BRAZIL,-20.816,-49.406
3328,SBST,SSZ,SANTOS AIR BASE,SANTOS,BRAZIL,-23.925,-46.288
3329,SBSV,SSA,DEPUTADO LUIS EDUARDO MAGALHAES,SALVADOR,BRAZIL,-12.911,-38.331
3330,SBTB,N/A,TROMBETAS,ORIXIMINA,BRAZIL,-1.489,-56.397
3331,SBTE,THE,SENADOR PETRONIO PORTELLA,TERESINA,BRAZIL,-5.06,-42.823
3332,SBTF,TFF,TEFE,TEFE,BRAZIL,-3.383,-64.724
3333,SBTK,N/A,TARAUACA,TARAUACA,BRAZIL,-8.155,-70.783
3334,SBTL,N/A,TELEMACO BORBA,TELEMACO BORBA,BRAZIL,-24.317,-50.651
3335,SBTS,N/A,TIRIOS,OBIDOS TIRIOS,BRAZIL,2.223,-55.946
3336,SBTT,TBT,TABATINGA,TABATINGA,BRAZIL,-4.256,-69.936
3337,SBTU,TUR,TUCURUI,TUCURUI,BRAZIL,-3.785,-49.719
3338,SBUA,N/A,SAO GABRIEL DA CACHOEIRA,SAO GABRIEL,BRAZIL,-0.148,-66.986
3339,SBUF,PAV,PAULO AFONSO,PAULO ALFONSO,BRAZIL,-9.401,-38.251
3340,SBUG,URG,RUBEM BERTA,URUGUAIANA,BRAZIL,-29.782,-57.038
3341,SBUL,UDI,UBERLANDIA,UBERLANDIA,BRAZIL,-18.883,-48.226
3342,SBUP,N/A,URUBUPUNGA,CASTILHO,BRAZIL,-20.777,-51.565
3343,SBUR,UBA,UBERABA,UBERABA,BRAZIL,-19.765,-47.965
3344,SBVG,VAG,MAJOR BRIGADEIRO TROMPOWSKY,VARGINHA,BRAZIL,-21.59,-45.473
3345,SBVH,BVH,VILHENA,VILHENA,BRAZIL,-12.694,-60.098
3346,SBVT,VIX,GOIABEIRAS,VITORIA,BRAZIL,-20.256,-40.289
3347,SBYA,N/A,IAUARETE,IAUARETE,BRAZIL,0.607,-69.186
3348,SBYS,QPS,CAMPO FONTENELLE,PIRACUNUNGA,BRAZIL,-21.985,-47.338
3349,SCAC,ZUD,PUPELDE,ANCUD,CHILE,-41.906,-73.797
3350,SCAP,WAP,ALTO PALENA,ALTO PALENA,CHILE,-43.615,-71.807
3351,SCAR,ARI,CHACALLUTA,ARICA,CHILE,-18.348,-70.339
3352,SCBA,BBA,BALMACEDA,BALMACEDA,CHILE,-45.916,-71.689
3353,SCBQ,N/A,EL BOSQUE,SANTIAGO,CHILE,-33.562,-70.688
3354,SCCC,CCH,CHILE CHICO,CHILE CHICO,CHILE,-46.582,-71.698
3355,SCCF,CJC,EL LOA,CALAMA,CHILE,-22.499,-68.904
3356,SCCH,N/A,GENERAL BERNARDO O HIGGINS,CHILLAN,CHILE,-36.583,-72.032
3357,SCCI,PUQ,CARLOS IBANEZ DEL CAMPO INTERNATIONAL,PUNTA ARENAS,CHILE,-53.003,-70.855
3358,SCCY,GXQ,TENIENTE VIDAL,COYHAIQUE,CHILE,-45.594,-72.106
3359,SCDA,IQQ,DIEGO ARACENA INTERNATIONAL,IQUIQUE,CHILE,-20.535,-70.181
3360,SCEL,SCL,ARTURO MERINO BENITEZ INTERNATIONAL,SANTIAGO,CHILE,-33.393,-70.786
3361,SCFA,ANF,CERRO MORENO INTERNATIONAL,ANTOFAGASTA,CHILE,-23.444,-70.445
3362,SCFM,N/A,CAPITAN FUENTES MARTINEZ,PORVENIR,CHILE,-53.254,-70.319
3363,SCGE,LSQ,MARIA DOLORES,LOS ANGELES,CHILE,-37.402,-72.426
3364,SCGZ,N/A,GUARDIAMARINA ZANARTU,PUERTO WILLIAMS,CHILE,-54.931,-67.626
3365,SCHA,CPO,CHAMONATE,COPIAPO,CHILE,-27.296,-70.414
3366,SCIC,N/A,GENERAL FREIRE,CURICO,CHILE,-34.967,-71.217
3367,SCIE,CCP,CARRIEL SUR INTERNATIONAL,CONCEPCION,CHILE,-36.773,-73.063
3368,SCIP,IPC,MATAVERI INTERNATIONAL,EASTER ISLAND,CHILE,-27.165,-109.422
3369,SCJO,ZOS,CANAL BAJO CARLOS HOTT SIEBERT,OSORNO,CHILE,-40.611,-73.06
3370,SCLL,N/A,VALLENAR,VALLENAR,CHILE,-28.598,-70.759
3371,SCRG,N/A,DE LA INDEPENDENCIA,RANCAGUA,CHILE,-34.174,-70.776
3372,SCRM,N/A,TENIENTE RODOLFO MARSH MARTIN,ISLA REY JORGE,ANTARCTICA,-62.191,-58.987
3373,SCSE,LSC,LA FLORIDA,LA SERENA,CHILE,-29.916,-71.191
3374,SCSN,N/A,SANTO DOMINGO,SANTO DOMINGO,CHILE,-33.657,-71.616
3375,SCST,N/A,GAMBOA,CASTRO,CHILE,-42.491,-73.774
3376,SCTB,N/A,EULOGIO SANCHEZ,SANTIAGO,CHILE,-33.456,-70.547
3377,SCTC,ZCO,MAQUEHUE,TEMUCO,CHILE,-38.769,-72.636
3378,SCTE,PMC,EL TEPUAL INTERNATIONAL,PUERTO MONTT,CHILE,-41.439,-73.094
3379,SCTI,ULC,LOS CERRILLOS,SANTIAGO,CHILE,-33.493,-70.698
3380,SCTN,WCH,CHAITEN,CHAITEN,CHILE,-42.933,-72.699
3381,SCVD,ZAL,PICHOY,VALDIVIA,CHILE,-39.65,-73.086
